7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_1,2022-11-29 14:50:40.433007
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_1,2022-11-29 14:50:40.495097
7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_2,2022-11-29 14:50:40.566755
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_2,2022-11-29 14:50:40.631778
7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_3,2022-11-29 14:50:40.705291
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_3,2022-11-29 14:50:40.767828
7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_4,2022-11-29 14:50:40.906019
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_4,2022-11-29 14:50:41.023884
7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_5,2022-11-29 14:50:41.105026
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_5,2022-11-29 14:50:41.176846
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-29 14:50:41.270078
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 14:50:41.345639
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_2,2022-11-29 14:50:41.434645
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 14:50:41.514224
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_3,2022-11-29 14:50:41.602002
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 14:50:41.691357
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:50:41.779739
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:50:41.860415
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_5,2022-11-29 14:50:41.953908
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 14:50:42.036576
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_1,2022-11-29 14:50:42.105309
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_1,2022-11-29 14:50:42.168790
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_2,2022-11-29 14:50:42.245280
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_2,2022-11-29 14:50:42.309753
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_3,2022-11-29 14:50:42.383997
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_3,2022-11-29 14:50:42.449598
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_4,2022-11-29 14:50:42.588404
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_4,2022-11-29 14:50:42.721941
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_5,2022-11-29 14:50:42.811179
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_5,2022-11-29 14:50:42.877682
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_1,2022-11-29 14:50:42.973141
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 14:50:43.056192
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_2,2022-11-29 14:50:43.152536
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 14:50:43.247110
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_3,2022-11-29 14:50:43.344756
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 14:50:43.434060
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:50:43.600397
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:50:43.754683
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_5,2022-11-29 14:50:43.854602
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 14:50:43.940550
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_1,2022-11-29 14:50:44.026696
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 14:50:44.108389
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_2,2022-11-29 14:50:44.199589
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 14:50:44.285725
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_3,2022-11-29 14:50:44.375477
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 14:50:44.456529
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:50:44.546725
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:50:44.629532
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_5,2022-11-29 14:50:44.723012
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 14:50:44.811337
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_1,2022-11-29 14:50:44.912106
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 14:50:44.997796
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_2,2022-11-29 14:50:45.096902
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 14:50:45.192286
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_3,2022-11-29 14:50:45.302739
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 14:50:45.390870
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:50:45.544444
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:50:45.689324
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_5,2022-11-29 14:50:45.800306
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 14:50:45.895028
Complete Duration,0:00:37.621187
7.9_raw.csv_filtered_by_correlation12_all_replacement_strategy_4,2022-11-29 14:52:53.857570
7.9_raw.csv_filtered_by_correlation12_individual_replacement_strategy_4,2022-11-29 14:52:53.912533
7.9_raw.csv_filtered_by_SNR22_all_replacement_strategy_4,2022-11-29 14:52:54.148710
7.9_raw.csv_filtered_by_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:54.257117
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:54.324929
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:54.391857
7.9_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_4,2022-11-29 14:52:54.508755
7.9_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:54.654941
7.9_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:54.724110
7.9_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:54.792206
7.9_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:54.959204
7.9_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:55.095156
7.9_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:55.241343
7.9_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:55.398089
7.6_raw.csv_filtered_by_correlation12_all_replacement_strategy_4,2022-11-29 14:52:55.455745
7.6_raw.csv_filtered_by_correlation12_individual_replacement_strategy_4,2022-11-29 14:52:55.511456
7.6_raw.csv_filtered_by_SNR22_all_replacement_strategy_4,2022-11-29 14:52:55.641806
7.6_raw.csv_filtered_by_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:55.758978
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:55.825487
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:55.912171
7.6_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_4,2022-11-29 14:52:56.035432
7.6_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:56.155503
7.6_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:56.223100
7.6_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:56.291528
7.6_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:56.450380
7.6_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:56.585344
7.6_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:56.741519
7.6_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:56.880363
7.2_raw.csv_filtered_by_correlation12_all_replacement_strategy_4,2022-11-29 14:52:56.945466
7.2_raw.csv_filtered_by_correlation12_individual_replacement_strategy_4,2022-11-29 14:52:56.989562
7.2_raw.csv_filtered_by_SNR22_all_replacement_strategy_4,2022-11-29 14:52:57.114420
7.2_raw.csv_filtered_by_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:57.225327
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:57.290770
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:57.365518
7.2_raw.csv_filtered_by_correlation12_SNR22_all_replacement_strategy_4,2022-11-29 14:52:57.495642
7.2_raw.csv_filtered_by_correlation12_SNR22_individual_replacement_strategy_4,2022-11-29 14:52:57.606298
7.2_raw.csv_filtered_by_correlation12_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:57.680041
7.2_raw.csv_filtered_by_correlation12_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:57.753533
7.2_raw.csv_filtered_by_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:57.906662
7.2_raw.csv_filtered_by_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:58.042960
7.2_raw.csv_filtered_by_correlation12_SNR22_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 14:52:58.186836
7.2_raw.csv_filtered_by_correlation12_SNR22_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 14:52:58.333036
Complete Duration,0:00:04.576292
7.9_raw.csv_filtered_by_correlation13_all_replacement_strategy_1,2022-11-29 14:58:36.657898
7.9_raw.csv_filtered_by_correlation13_individual_replacement_strategy_1,2022-11-29 14:58:36.720709
7.9_raw.csv_filtered_by_correlation13_all_replacement_strategy_2,2022-11-29 14:58:36.767600
7.9_raw.csv_filtered_by_correlation13_individual_replacement_strategy_2,2022-11-29 14:58:36.830660
7.9_raw.csv_filtered_by_correlation13_all_replacement_strategy_3,2022-11-29 14:58:36.893142
7.9_raw.csv_filtered_by_correlation13_individual_replacement_strategy_3,2022-11-29 14:58:36.940509
7.9_raw.csv_filtered_by_correlation13_all_replacement_strategy_4,2022-11-29 14:58:37.003036
7.9_raw.csv_filtered_by_correlation13_individual_replacement_strategy_4,2022-11-29 14:58:37.050391
7.9_raw.csv_filtered_by_correlation13_all_replacement_strategy_5,2022-11-29 14:58:37.111614
7.9_raw.csv_filtered_by_correlation13_individual_replacement_strategy_5,2022-11-29 14:58:37.161010
7.6_raw.csv_filtered_by_correlation13_all_replacement_strategy_1,2022-11-29 14:58:37.236492
7.6_raw.csv_filtered_by_correlation13_individual_replacement_strategy_1,2022-11-29 14:58:37.283812
7.6_raw.csv_filtered_by_correlation13_all_replacement_strategy_2,2022-11-29 14:58:37.331165
7.6_raw.csv_filtered_by_correlation13_individual_replacement_strategy_2,2022-11-29 14:58:37.378214
7.6_raw.csv_filtered_by_correlation13_all_replacement_strategy_3,2022-11-29 14:58:37.441249
7.6_raw.csv_filtered_by_correlation13_individual_replacement_strategy_3,2022-11-29 14:58:37.488044
7.6_raw.csv_filtered_by_correlation13_all_replacement_strategy_4,2022-11-29 14:58:37.550850
7.6_raw.csv_filtered_by_correlation13_individual_replacement_strategy_4,2022-11-29 14:58:37.614541
7.6_raw.csv_filtered_by_correlation13_all_replacement_strategy_5,2022-11-29 14:58:37.677107
7.6_raw.csv_filtered_by_correlation13_individual_replacement_strategy_5,2022-11-29 14:58:37.740688
7.2_raw.csv_filtered_by_correlation13_all_replacement_strategy_1,2022-11-29 14:58:37.801045
7.2_raw.csv_filtered_by_correlation13_individual_replacement_strategy_1,2022-11-29 14:58:37.848348
7.2_raw.csv_filtered_by_correlation13_all_replacement_strategy_2,2022-11-29 14:58:38.068095
7.2_raw.csv_filtered_by_correlation13_individual_replacement_strategy_2,2022-11-29 14:58:38.130734
7.2_raw.csv_filtered_by_correlation13_all_replacement_strategy_3,2022-11-29 14:58:38.193796
7.2_raw.csv_filtered_by_correlation13_individual_replacement_strategy_3,2022-11-29 14:58:38.240883
7.2_raw.csv_filtered_by_correlation13_all_replacement_strategy_4,2022-11-29 14:58:38.318853
7.2_raw.csv_filtered_by_correlation13_individual_replacement_strategy_4,2022-11-29 14:58:38.381719
7.2_raw.csv_filtered_by_correlation13_all_replacement_strategy_5,2022-11-29 14:58:38.444666
7.2_raw.csv_filtered_by_correlation13_individual_replacement_strategy_5,2022-11-29 14:58:38.491504
Complete Duration,0:00:01.968775
7.9_raw.csv_filtered_by_correlation19_all_replacement_strategy_1,2022-11-29 15:00:28.576192
7.9_raw.csv_filtered_by_correlation19_individual_replacement_strategy_1,2022-11-29 15:00:28.623573
7.9_raw.csv_filtered_by_correlation19_all_replacement_strategy_2,2022-11-29 15:00:28.696632
7.9_raw.csv_filtered_by_correlation19_individual_replacement_strategy_2,2022-11-29 15:00:28.760720
7.9_raw.csv_filtered_by_correlation19_all_replacement_strategy_3,2022-11-29 15:00:28.823602
7.9_raw.csv_filtered_by_correlation19_individual_replacement_strategy_3,2022-11-29 15:00:28.883490
7.9_raw.csv_filtered_by_correlation19_all_replacement_strategy_4,2022-11-29 15:00:28.944201
7.9_raw.csv_filtered_by_correlation19_individual_replacement_strategy_4,2022-11-29 15:00:28.982188
7.9_raw.csv_filtered_by_correlation19_all_replacement_strategy_5,2022-11-29 15:00:29.048798
7.9_raw.csv_filtered_by_correlation19_individual_replacement_strategy_5,2022-11-29 15:00:29.094140
7.6_raw.csv_filtered_by_correlation19_all_replacement_strategy_1,2022-11-29 15:00:29.161075
7.6_raw.csv_filtered_by_correlation19_individual_replacement_strategy_1,2022-11-29 15:00:29.213668
7.6_raw.csv_filtered_by_correlation19_all_replacement_strategy_2,2022-11-29 15:00:29.303200
7.6_raw.csv_filtered_by_correlation19_individual_replacement_strategy_2,2022-11-29 15:00:29.343487
7.6_raw.csv_filtered_by_correlation19_all_replacement_strategy_3,2022-11-29 15:00:29.403356
7.6_raw.csv_filtered_by_correlation19_individual_replacement_strategy_3,2022-11-29 15:00:29.491534
7.6_raw.csv_filtered_by_correlation19_all_replacement_strategy_4,2022-11-29 15:00:29.720794
7.6_raw.csv_filtered_by_correlation19_individual_replacement_strategy_4,2022-11-29 15:00:29.816138
7.6_raw.csv_filtered_by_correlation19_all_replacement_strategy_5,2022-11-29 15:00:29.904255
7.6_raw.csv_filtered_by_correlation19_individual_replacement_strategy_5,2022-11-29 15:00:29.957657
7.2_raw.csv_filtered_by_correlation19_all_replacement_strategy_1,2022-11-29 15:00:30.067289
7.2_raw.csv_filtered_by_correlation19_individual_replacement_strategy_1,2022-11-29 15:00:30.114610
7.2_raw.csv_filtered_by_correlation19_all_replacement_strategy_2,2022-11-29 15:00:30.192938
7.2_raw.csv_filtered_by_correlation19_individual_replacement_strategy_2,2022-11-29 15:00:30.246805
7.2_raw.csv_filtered_by_correlation19_all_replacement_strategy_3,2022-11-29 15:00:30.309852
7.2_raw.csv_filtered_by_correlation19_individual_replacement_strategy_3,2022-11-29 15:00:30.372367
7.2_raw.csv_filtered_by_correlation19_all_replacement_strategy_4,2022-11-29 15:00:30.435779
7.2_raw.csv_filtered_by_correlation19_individual_replacement_strategy_4,2022-11-29 15:00:30.499778
7.2_raw.csv_filtered_by_correlation19_all_replacement_strategy_5,2022-11-29 15:00:30.563358
7.2_raw.csv_filtered_by_correlation19_individual_replacement_strategy_5,2022-11-29 15:00:30.719398
Complete Duration,0:00:02.220708
7.9_raw.csv_filtered_by_SNR23_all_replacement_strategy_1,2022-11-29 15:01:14.411734
7.9_raw.csv_filtered_by_SNR23_individual_replacement_strategy_1,2022-11-29 15:01:14.472693
7.9_raw.csv_filtered_by_SNR23_all_replacement_strategy_2,2022-11-29 15:01:14.525433
7.9_raw.csv_filtered_by_SNR23_individual_replacement_strategy_2,2022-11-29 15:01:14.578328
7.9_raw.csv_filtered_by_SNR23_all_replacement_strategy_3,2022-11-29 15:01:14.622652
7.9_raw.csv_filtered_by_SNR23_individual_replacement_strategy_3,2022-11-29 15:01:14.687026
7.9_raw.csv_filtered_by_SNR23_all_replacement_strategy_4,2022-11-29 15:01:14.797370
7.9_raw.csv_filtered_by_SNR23_individual_replacement_strategy_4,2022-11-29 15:01:14.940891
7.9_raw.csv_filtered_by_SNR23_all_replacement_strategy_5,2022-11-29 15:01:15.035160
7.9_raw.csv_filtered_by_SNR23_individual_replacement_strategy_5,2022-11-29 15:01:15.091034
7.6_raw.csv_filtered_by_SNR23_all_replacement_strategy_1,2022-11-29 15:01:15.169481
7.6_raw.csv_filtered_by_SNR23_individual_replacement_strategy_1,2022-11-29 15:01:15.232423
7.6_raw.csv_filtered_by_SNR23_all_replacement_strategy_2,2022-11-29 15:01:15.292481
7.6_raw.csv_filtered_by_SNR23_individual_replacement_strategy_2,2022-11-29 15:01:15.340785
7.6_raw.csv_filtered_by_SNR23_all_replacement_strategy_3,2022-11-29 15:01:15.403854
7.6_raw.csv_filtered_by_SNR23_individual_replacement_strategy_3,2022-11-29 15:01:15.435665
7.6_raw.csv_filtered_by_SNR23_all_replacement_strategy_4,2022-11-29 15:01:15.570074
7.6_raw.csv_filtered_by_SNR23_individual_replacement_strategy_4,2022-11-29 15:01:15.694247
7.6_raw.csv_filtered_by_SNR23_all_replacement_strategy_5,2022-11-29 15:01:15.740707
7.6_raw.csv_filtered_by_SNR23_individual_replacement_strategy_5,2022-11-29 15:01:15.787539
7.2_raw.csv_filtered_by_SNR23_all_replacement_strategy_1,2022-11-29 15:01:15.850900
7.2_raw.csv_filtered_by_SNR23_individual_replacement_strategy_1,2022-11-29 15:01:15.914017
7.2_raw.csv_filtered_by_SNR23_all_replacement_strategy_2,2022-11-29 15:01:15.969899
7.2_raw.csv_filtered_by_SNR23_individual_replacement_strategy_2,2022-11-29 15:01:16.017161
7.2_raw.csv_filtered_by_SNR23_all_replacement_strategy_3,2022-11-29 15:01:16.071406
7.2_raw.csv_filtered_by_SNR23_individual_replacement_strategy_3,2022-11-29 15:01:16.118661
7.2_raw.csv_filtered_by_SNR23_all_replacement_strategy_4,2022-11-29 15:01:16.234500
7.2_raw.csv_filtered_by_SNR23_individual_replacement_strategy_4,2022-11-29 15:01:16.371948
7.2_raw.csv_filtered_by_SNR23_all_replacement_strategy_5,2022-11-29 15:01:16.435073
7.2_raw.csv_filtered_by_SNR23_individual_replacement_strategy_5,2022-11-29 15:01:16.494262
Complete Duration,0:00:02.235389
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-29 15:02:08.779484
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 15:02:08.858417
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_2,2022-11-29 15:02:08.948361
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 15:02:09.025290
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_3,2022-11-29 15:02:09.108868
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 15:02:09.182355
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 15:02:09.267960
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 15:02:09.350857
7.9_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_5,2022-11-29 15:02:09.437644
7.9_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 15:02:09.516123
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-29 15:02:09.613087
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 15:02:09.690051
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_2,2022-11-29 15:02:09.788477
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 15:02:09.870014
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_3,2022-11-29 15:02:09.958531
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 15:02:10.482578
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 15:02:10.568203
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 15:02:10.646215
7.6_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_5,2022-11-29 15:02:10.745229
7.6_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 15:02:10.819645
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_1,2022-11-29 15:02:10.917175
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 15:02:10.991386
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_2,2022-11-29 15:02:11.075506
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 15:02:11.152231
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_3,2022-11-29 15:02:11.246993
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 15:02:11.322670
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_4,2022-11-29 15:02:11.406540
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_4,2022-11-29 15:02:11.482402
7.2_raw.csv_filtered_by_acceleration_1.5_all_replacement_strategy_5,2022-11-29 15:02:11.571455
7.2_raw.csv_filtered_by_acceleration_1.5_individual_replacement_strategy_5,2022-11-29 15:02:11.651489
Complete Duration,0:00:03.007897
7.9_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_1,2022-11-29 15:02:55.609483
7.9_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_1,2022-11-29 15:02:55.657006
7.9_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_2,2022-11-29 15:02:55.732436
7.9_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_2,2022-11-29 15:02:55.794196
7.9_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_3,2022-11-29 15:02:55.856955
7.9_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_3,2022-11-29 15:02:56.302628
7.9_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_4,2022-11-29 15:02:56.439318
7.9_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_4,2022-11-29 15:02:56.534653
7.9_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_5,2022-11-29 15:02:56.606914
7.9_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_5,2022-11-29 15:02:56.670859
7.6_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_1,2022-11-29 15:02:56.760575
7.6_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_1,2022-11-29 15:02:56.806805
7.6_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_2,2022-11-29 15:02:56.885806
7.6_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_2,2022-11-29 15:02:56.935274
7.6_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_3,2022-11-29 15:02:57.008120
7.6_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_3,2022-11-29 15:02:57.055593
7.6_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_4,2022-11-29 15:02:57.198868
7.6_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_4,2022-11-29 15:02:57.286987
7.6_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_5,2022-11-29 15:02:57.356560
7.6_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_5,2022-11-29 15:02:57.415700
7.2_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_1,2022-11-29 15:02:57.486320
7.2_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_1,2022-11-29 15:02:57.535780
7.2_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_2,2022-11-29 15:02:57.623430
7.2_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_2,2022-11-29 15:02:57.670857
7.2_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_3,2022-11-29 15:02:57.735963
7.2_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_3,2022-11-29 15:02:57.805921
7.2_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_4,2022-11-29 15:02:57.917885
7.2_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_4,2022-11-29 15:02:58.023006
7.2_raw.csv_filtered_by_correlation20_SNR20_all_replacement_strategy_5,2022-11-29 15:02:58.086100
7.2_raw.csv_filtered_by_correlation20_SNR20_individual_replacement_strategy_5,2022-11-29 15:02:58.161055
Complete Duration,0:00:02.676504
7.9_raw.csv_filtered_by_correlation20_Acceleration_1.5_all_replacement_strategy_1,2022-11-29 15:04:04.349961
7.9_raw.csv_filtered_by_correlation20_acceleration_1.5_individual_replacement_strategy_1,2022-11-29 15:04:04.438306
7.9_raw.csv_filtered_by_correlation20_Acceleration_1.5_all_replacement_strategy_2,2022-11-29 15:04:04.521557
7.9_raw.csv_filtered_by_correlation20_acceleration_1.5_individual_replacement_strategy_2,2022-11-29 15:04:04.584053
7.9_raw.csv_filtered_by_correlation20_Acceleration_1.5_all_replacement_strategy_3,2022-11-29 15:04:04.686735
7.9_raw.csv_filtered_by_correlation20_acceleration_1.5_individual_replacement_strategy_3,2022-11-29 15:04:04.750395
7.9_raw.csv_filtered_by_correlation20_Acceleration_1.5_all_replacement_strategy_4,2022-11-29 15:04:04.841512
